Subj,Subjnr,Prec,Weekly,Mode,P,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,LAKW,AUC.G,AUC.L,Alpha.G,Alpha.L,Gamma.G,Gamma.L,DWG10,DWG30,DWG50,DWG70,DWG90,DWL10,DWL30,DWL50,DWL70,DWL90,SSL4,SSL3,SSL2,SSL1,RP,SSG1,SSG2,SSG3,SSG4,PBSG10,PBSG30,PBSG50,PBSG70,PBSG90,PBSL10,PBSL30,PBSL50,PBSL70,PBSL90,BDG05,BDG510,BDL05,BDL510,D5G,RG,BetaG,D5L,RL,BetaL,Age,Gender,Weight,Height,Cigarettes,Alcohol,Exercise,BMI,TSCs,CRTs,PQNs,PQEs,PQPs,PQLs
87,87,2,1,3,50,0,0,0,0,0,0,0,0,0,200,2.5,0.176075268817204,0.586538461538461,10.6836550542431,0.720718734273772,15.7147795523835,1.51938921913967,0.05,0.03,0.03,0.15,0.2,0.075,0.125,0.65,0.5,0.75,-52,-30,-20,-10,0,25,26,27,27.9,5,3,3,15,20,-3,-5,-26,-20,-30,26.46,26.46,-26,-26,1.3454271325513,-0.256741613272116,3.27673052213368,1,0,1,19,Male,77,190,5,0,3,21.3296398891967,2.75,0,0.5,0.5,0.5,0.833333333333333
88,88,2,1,3,42,0,0,0,0,0,0,0,0,0,200,0.980392156862745,0.699296357615894,0.613449222323879,0.360294333537147,0.419935570315176,2.209702964888,0.802285955194227,0.12,0.269685039370079,0.387795275590551,0.516346153846154,0.672596153846154,0.361140583554377,0.255968169761273,0.570652173913043,0.699673913043478,0.85542328042328,-1093,-904,-214,-25.5,0,25,152,672,1208,12,35,95,186,511,-109.3,-30,-409,-765.1,-983.7,586.12,586.12,-562.58,-562.58,0.997591644711929,0.00241416946587014,0.99040132405699,1.00187094224417,-0.00186744835615593,1.00750479773461,22,Female,67,169,0,2,4,23.458562375267,3,1,0.5,0.5,0.333333333333333,0.333333333333333
89,89,2,2,3,81,20,20,20,20,20,20,20,20,20,20,4.22222222222222,0.309850863422292,0.367857142857143,2.6332408254461,1.87066758284987,1.23344696503028,4.37774608221148,0.0657894736842105,0.201315789473684,0.588541666666667,0.71875,0.961864406779661,0.0333333333333333,0.0833333333333333,0.155555555555556,0.177777777777778,0.808333333333333,-17.5,-14.5,-12,-9,0,38,48.2,57.8,63.7,10,30.6,51.6,56.6,62.8,-1.2,-3,-5.6,-6.4,-15.2,30.9,29.5,-8.3,-8.5,0.984787473795341,0.0154475220384658,0.985159448382687,0.994219265741487,0.00581434544441439,0.954086750535845,19,Male,69,174,0,5,6,22.7903289734443,,,,,,
90,90,2,1,3,75,0,0,0,0,0,0,0,0,0,200,1.15625,0.678347280334728,0.469298245614035,0.473659045142075,1.14767410914687,0.867713299732691,2.35511495927169,0.292372881355932,0.580612244897959,0.743197278911565,0.826595744680851,0.834042553191489,0.1796875,0.2578125,0.34375,0.658,0.40625,-114,-89,-64,-32,0,37,96,243,478,47,143.4,239,315,322,-23,-33,-44,-79.8,-52,232.53,225,-57,-42.8,0.993508955231191,0.00653345370933156,0.991631230721919,0.944308247234697,0.0589762431159426,1.05897624311594,18,Male,64,182,0,10,3,19.3213380026567,2.33333333333333,3,0.666666666666667,0.333333333333333,0.166666666666667,0.166666666666667
91,91,2,1,3,100,0,0,0,0,0,0,0,0,0,200,1.004,0.61390608875129,0.692016317016317,0.66337615525498,0.344369388038009,1.13863343624429,0.798388915562423,0.051792828685259,0.203187250996016,0.753092783505155,0.708937198067633,0.949484536082474,0.332547169811321,0.60763358778626,0.68793893129771,0.610687022900763,0.917165668662675,-1287,-786,-131,-25,0,25.1,27.7,48.4,96.9,5.2,20.4,49,45,87.1,-60,-413,-623.4,-421,-1121,47.94,47.94,-662.61,-662.61,0.998445497079747,0.00155692316185485,0.993796472175105,1.00208837845718,-0.00208402622171566,1.00837971822761,18,Male,60,170,1,28,1,20.7612456747405,3.33333333333333,1,0.833333333333333,0.5,0.5,0.5
92,92,2,1,3,50,0,0,0,0,0,0,0,0,0,200,2.4,0.588461538461538,0.558035714285714,0.713703213921335,0.767591303614378,0.828588513989406,0.684968945574565,0.403846153846154,0.5,0.65,0.772727272727273,0.872727272727273,0.25,0.318181818181818,0.539473684210526,0.618421052631579,0.723684210526316,-56,-40,-21,-10,0,24,50,75,130,40,50,65,80,102,-10,-13,-24,-30,-38,61,61.1,-26.1,-28.12,0.987701175684147,0.0124519688936626,0.95014723234636,1.00053276535297,-0.000532481665188711,0.957267778671786,18,Male,70,188,0,10,0,19.8053417836125,2.66666666666667,2,0.5,0.333333333333333,0.166666666666667,0.666666666666667
93,93,1,1,3,50,0,0,0,0,0,0,0,0,0,100,1.27551020408163,0.836436428340343,0.511036036036036,0.172264991805224,0.894680476028955,0.795664001398966,0.743272431543907,0.513019589106546,0.765458462468819,0.85396666414695,0.803783354750926,0.781880716607453,0.038265306122449,0.412420382165605,0.332802547770701,0.559375,0.875,-111,-91,-51,-19.6,0,25,133,2226,15455,242,3044,7727.5,5072,3913,-3,-40,-30,-60.5,-101,7002.05,7002.05,-60,-59.7,0.996768408365913,0.00324206867609833,0.987136157687217,1.00974888476112,-0.00965476160285805,1.04308551736504,19,Female,63,175,0,1,3,20.5714285714286,2.83333333333333,,,,,
95,95,2,2,4,80,30,28,26,23,21,19,17,14,12,10,2,0.543367346938775,0.5,0.826506318079693,1.02482339844492,0.760276980117418,0.946371066837877,0.233333333333333,0.672222222222222,0.722222222222222,0.655555555555556,0.733333333333333,0.166666666666667,0.428571428571429,0.790322580645161,0.790322580645161,0.870967741935484,-43,-27.5,-22,-15,0,30,60,105,147,28,91,100,88,102,-10,-20,-30,-30,-35,72.2,72.2,-21.17,-21.17,0.997475205681032,0.00253118504057892,0.989939005904804,0.995062595315126,0.00496190361100912,0.980396168189407,18,Male,77,187,0,10,3,22.0195029883611,3.58333333333333,2,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667
96,96,1,1,3,91,0,0,0,0,0,0,0,0,0,100,2.98701298701299,0.841032073986619,0.519849785407725,0.189337000131799,0.80734950518317,0.683375448244426,3.24835059169539,0.516731328806983,0.532250242483026,0.501939864209505,0.772742456296626,0.670950533462658,0.146103896103896,0.155844155844156,0.324074074074074,0.40162037037037,0.604651162790698,-93.2,-80,-37,-15.4,0,46,152,1183,10164,221,285,160,2000,857,-9,-9.6,-21.8,-28.5,-55,5240.1,5240.1,-46.14,-48.1,1.00102312961056,-0.00102208388626912,1.00409880349255,1.00311856368149,-0.00310886847716563,0.992094375032243,20,Male,88,190,7,20,3,24.3767313019391,3.41666666666667,1,0.666666666666667,0.5,0.5,0.666666666666667
97,97,2,1,3,65,0,0,0,0,0,0,0,0,0,200,2.125,0.378846153846154,0.446428571428572,1.69727973271494,1.27621006011652,3.49248106923468,3.01383437170108,0.139705882352941,0.416666666666667,0.397435897435897,0.33974358974359,0.467948717948718,0.346153846153846,0.234375,0.442307692307692,0.269230769230769,0.725,-49,-39,-29,-16,0,34,73,99.4,104,19,60,57,48,68,-21,-15,-26,-17,-38,41.62,41.62,-10.48,-24.1,0.960593144131993,0.0410234615026481,0.851447610092166,0.99625106593566,0.00376304145864936,0.397536851070716,17,Male,61,167,0,7,5,21.8724228190326,2.25,,,,,
98,98,2,2,2,100,10,12,14,17,19,21,23,26,28,30,2.96,0.576589595375723,0.51718009478673,0.752439814248098,0.905996554150805,0.994493382802888,0.714989390058155,0.113175675675676,0.456692913385827,0.405511811023622,0.837370242214533,0.923010380622837,0.692567567567568,0.833333333333333,0.743243243243243,0.706081081081081,0.739864864864865,-21.1,-16.3,-8.9,-5,0,14.8,27.5,40.3,69.2,6.7,25.3,22.7,50.4,60.3,-14.6,-17.9,-16.1,-15,-16,33.5,33.5,-10.9,-10.9,0.99317977258161,0.00686706234528134,0.972996916517153,1.00421955921591,-0.00420182934815627,1.0169853657721,20,Male,78,189,0,3,4,21.8358948517679,3.58333333333333,0,0.666666666666667,0.5,0.5,0.666666666666667
99,99,2,2,2,100,10,12,14,17,19,21,23,26,28,30,2.09090909090909,0.430084745762712,0.425925925925926,1.37461758460905,1.40081306679841,3.33985905806444,12.8736069189691,0.222826086956522,0.333333333333333,0.416666666666667,0.228260869565217,0.697916666666667,0.0329545454545454,0.0340909090909091,0.204545454545455,0.102272727272727,0.27,-54,-43,-32,-22,0,46,70,94,118,41,54,62,42,89,-2.9,-3,-18,-9,-22.8,60,60,-27,-27,1.00534789864668,-0.00531945076314599,1.02156380732434,1,0,1,18,Male,68,181,0,11,1,20.7563871676689,,,,,,
100,100,2,2,2,51,10,12,14,17,19,21,23,26,28,30,1.47894736842105,0.623261474269819,0.381198347107438,0.613075669166403,1.80886771021891,0.949968806479684,3.73608347609579,0.188612099644128,0.453529411764706,0.647181628392484,0.797067901234568,0.929012345679012,0.0276315789473685,0.0842105263157895,0.280386740331492,0.455801104972376,0.439226519337017,-48.4,-39.5,-37.1,-19,0,28.1,70.6,118.5,215.7,21.2,62.7,98.8,136.8,188.1,-2.1,-6.4,-21.2,-33.9,-32.7,88.4,101.1,-21.9,-19.7,0.989641033912503,0.0104673975032574,0.862751569758512,0.957988698410496,0.0438536505276204,0.940812303050645,20,Male,80,187,5,1,3,22.8774057021934,3.33333333333333,2,0.666666666666667,0.5,0.666666666666667,0.5
101,101,2,2,3,100,20,20,20,20,20,20,20,20,20,20,0.147727272727273,0.71195652173913,0.750949691991786,0.412277821082575,0.355508204131083,0.845448047077879,1.09156972867357,0.427083333333333,0.817307692307692,0.898076923076923,0.969230769230769,0.742063492063492,0.256821282401091,0.159090909090909,0.819210122699387,0.891679447852761,0.95226226993865,-1948,-644,-234.6,-88,0,13,37,100,230,30,135,177,214,98,-92,-56,-1005,-1383,-1699,115,115,-1003.44,-974,1,0,1,1,0,1.00694012258369,20,Female,42,151,4,0,0,18.4202447261085,,,,,,
102,102,2,2,3,75,20,20,20,20,20,20,20,20,20,20,4.5,0.495086608927382,0.137376237623762,1.03071422164962,43.9142658023295,0.722736251171747,6.50140980629582,0.529810298102981,0.513550135501355,0.50609756097561,0.648373983739837,0.875311720698254,0.0255102040816326,0.107142857142857,0.255102040816326,0.255102040816326,0.408163265306122,-10.1,-10,-9.8,-10,0,45,73.1,110,150.1,77.5,75.1,74,95,130.1,-0.5,-2.1,-5,-5,-8,73.7,69.01,-5,-7,0.979877299103924,0.0205359394635198,1.00234817024536,1.06748389691915,-0.0632177188938526,0.927507209015987,20,Male,75,175,0,1,3,24.4897959183673,4.08333333333333,2,0.333333333333333,0.5,0.5,0.833333333333333
103,103,2,2,3,100,20,20,20,20,20,20,20,20,20,20,21.25,0.667634635691658,0.623626373626374,0.515795322203903,0.552551449593794,0.731751836095687,0.785234863928184,0.235294117647059,0.362530413625304,0.410583941605839,0.5418410041841,0.918994413407821,0.21875,0.670212765957447,0.627659574468085,0.521276595744681,0.943661971830986,-18.2,-11.1,-6.4,-0.8,0,17,58.1,82,189.4,16,35.5,43.4,62.1,154.6,-0.7,-9.6,-8.8,-6.8,-16.6,91.7,94.7,-9.1,-9.1,1,0,0.991042102120036,1,0,1,20,Female,73,178,0,0,4,23.0400201994698,2.66666666666667,0,0.5,0.666666666666667,0.166666666666667,0.833333333333333
104,104,2,1,3,100,0,0,0,0,0,0,0,0,0,200,1.875,0.481870229007634,0.5,1.08386724464576,1,1.60717435265695,0.692350005648756,0.0883333333333333,0.319318181818182,0.386363636363636,0.535714285714286,0.853448275862069,0.15625,0.43125,0.40625,0.590625,0.7875,-64,-48,-32,-16,0,30,74,102,131,10.6,42.2,54,78,114,-10,-27.6,-26,-37.8,-50.4,55,60,-29,-29,0.985763919413854,0.0144416734126473,0.880458810886449,0.980504528727274,0.0198831017109444,0.924269060925543,20,Male,96,190,0,0,5,26.5927977839335,3.25,3,0.5,0.5,0.333333333333333,0.5
105,105,1,2,5,100,20,18,16,13,11,9,7,4,2,0,3.125,0.500899280575539,0.592391304347826,1.02099906112483,0.636018310850096,1.08655730417141,3.4228514365926,0.16,0.21,0.792553191489362,0.888297872340426,0.877659574468085,0.326923076923077,0.21875,0.288461538461538,0.288461538461538,0.7625,-69,-49,-21,-8,0,25,33,46,69.5,16,21,50,59,58,-12,-7,-10,-10,-50,34.66,34.66,-34.58,-34.58,0.999350508219991,0.000649913893740139,0.997404562821652,1.00023010990183,-0.000230056963447245,1.00092075735947,19,Female,60,170,0,2,3,20.7612456747405,3.16666666666667,2,,,,
106,106,2,1,3,100,0,0,0,0,0,0,0,0,0,200,1.47101449275362,0.426785714285714,0.568798449612403,1.37015399503803,0.779102875239611,3.81935575452453,0.91353798351096,0.224137931034483,0.194581280788177,0.335365853658537,0.335365853658537,0.533557046979866,0.172101449275362,0.179347826086957,0.552734375,0.671875,0.848780487804878,-51.6,-31.1,-18.3,-13.8,0,20.3,32.6,47.5,56,18.2,15.8,24.5,24.5,34.6,-9.5,-9.9,-21,-27.1,-39.2,25.4,25.4,-33.1,-28.2,0.972531888820021,0.0282439182670979,0.894572208892375,1.01409834010611,-0.0139023401858963,1.18119545780989,18,Male,90,194,10,41,3,23.9132745243915,3.5,2,0.666666666666667,0.833333333333333,0.333333333333333,0.5
107,107,2,2,2,100,10,12,14,17,19,21,23,26,28,30,6,0.655029399412012,0.525,0.546255426741229,0.870807841729393,0.611469894019094,0.652677486023851,0.166666666666667,0.413934426229508,0.405737704918033,0.57051282051282,0.668803418803419,0.25,0.388888888888889,0.525,0.666666666666667,0.625,-30,-23,-14,-5,0,30,60.5,119,238.1,20,50,49,77,100,-5,-10,-14.9,-20,-18.5,121.77,116.33,-15.1,-14.6,0.996910677980142,0.0030988955059823,1.01073406829394,0.995753562034066,0.00426454710064972,1.00955014998013,18,Male,73,180,0,10,4,22.5308641975309,2.58333333333333,3,0.666666666666667,0.5,0.333333333333333,0.833333333333333
108,108,2,2,2,100,10,12,14,17,19,21,23,26,28,30,1.96428571428571,0.507281553398058,0.396153846153846,0.981738860460543,1.58728286373483,10.0807133654875,0.582656199099936,0.0818181818181818,0.127272727272727,0.181818181818182,0.276595744680851,0.296808510638298,0.114285714285714,0.380434782608696,0.46304347826087,0.556701030927835,0.59020618556701,-39,-35.2,-25.5,-14,0,27.5,51,73,103,9,14,20,30,31.9,-6.4,-20,-23.8,-27.7,-29,43.5,44,-16.3,-18.1,0.966075258388255,0.03511604434249,0.860163368428041,0.982958393316505,0.0173370580071004,0.825838317676352,18,Male,72,180,0,6,3,22.2222222222222,3.41666666666667,2,0.666666666666667,0.5,0.5,0.666666666666667
109,109,1,2,2,33,5,6,7,8,9,11,12,13,14,15,2.3125,0.47189349112426,0.459,1.14610086312967,1.20208487024008,0.78300716342074,10.2467138659521,0.657894736842105,0.778409090909091,0.75,0.774857954545455,0.884943181818182,0.015625,0.01875,0.05625,0.140625,0.341666666666667,-50,-39.2,-28,-16,0,37,81,100,135.2,93,104,100,103.5,119,-1,-1.2,-3.6,-9,-20.4,252,58.04,-20,-20.1,0.972945113063388,0.0278072077996547,,0.948246648194909,0.0545779433057945,0.803487956804415,19,Female,58,167,0,2,4,20.7967298935064,3.75,3,0.5,0.5,0.166666666666667,0.666666666666667
110,110,2,1,3,100,0,0,0,0,0,0,0,0,0,200,0.980392156862745,0.593905472636816,0.553254437869822,0.608998514739017,0.793471255570877,0.529529464284191,0.666752597958384,0.269230769230769,0.288461538461538,0.555555555555556,0.623737373737374,0.403846153846154,0.271844660194175,0.281553398058252,0.368932038834951,0.651315789473684,0.763888888888889,-169,-115,-77,-25.5,0,25,51,150,201,27,29,73,100,41,-30,-32,-50,-100,-118,97,97,-91.42,-91.42,0.997155581702147,0.00285253209233205,0.988670779113249,1.01605122887066,-0.0157976570615456,1.06576737543108,20,Male,82,180,0,5,4,25.3086419753086,3.91666666666667,0,0.333333333333333,0.666666666666667,0.5,0.333333333333333
111,111,2,2,1,100,0,4,9,13,18,22,27,31,36,40,2.91044776119403,0.424667300380228,0.371296296296296,1.37698927492722,1.84344597016965,1.83601238663169,2.93595755977203,0.2,0.205128205128205,0.388888888888889,0.669795221843003,0.664675767918089,0.177238805970149,0.227611940298507,0.273148148148148,0.476851851851852,0.625,-27,-22.2,-18.8,-13.4,0,39,60.6,89.9,105.2,31.2,32,51,80.5,79.9,-9.5,-12.2,-13.9,-18.3,-20.5,64.1,37.8,-10.6,-11.4,0.901296440896053,0.109512869046523,1.44300358945882,0.964642128187372,0.0366538748199479,0.805129820823525,19,Female,56,170,0,2,5,19.3771626297578,4.5,0,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667
112,112,1,2,2,100,5,6,7,8,9,11,12,13,14,15,5.125,0.371951219512195,0.473076923076923,1.82904039812961,1.01727770786385,0.796130473492523,2.23629864415141,0.201219512195122,0.307142857142857,0.6,0.667857142857143,0.788461538461538,0.00312499999999999,0.125,0.545081967213115,0.512295081967213,0.540983606557377,-26,-23,-10.8,-8,0,41,55,69,82,33,44.2,60.6,64.4,71,-0.1,-4,-13,-11.4,-12.8,40.72,40.72,-14,-13,0.998630399867102,0.00137147851004782,0.994532844022662,1,0,1.03759398496241,20,Male,69,177,0,0,0,22.0243225126879,3.16666666666667,1,0.5,0.166666666666667,0.166666666666667,0.166666666666667
113,113,2,2,2,100,10,12,14,17,19,21,23,26,28,30,1.73333333333333,0.741769041769042,0.67583179297597,0.373901602367054,0.510223821084831,0.967997411437259,0.981649710042247,0.108974358974359,0.58,0.801231060606061,0.842234848484849,0.929924242424242,0.125925925925926,0.404545454545455,0.610759493670886,0.775833333333333,0.919583333333333,-108.2,-48.2,-24.5,-13.5,0,23.4,50.5,143,407,10.2,80.1,197.1,240.4,333,-6.8,-20.3,-35,-54.4,-88.9,183.42,183.42,-54.79,-54.79,0.995244127543079,0.00477859886363885,0.981111790341431,1.00074123491528,-0.000740685893030002,1.00296823786562,18,Male,88,192,0,3,7,23.8715277777778,3.33333333333333,3,0.833333333333333,0.666666666666667,0.666666666666667,0.333333333333333
114,114,2,2,4,76,30,28,26,23,21,19,17,14,12,10,2.11347517730496,0.477212855637513,0.472374179431072,1.10776542704717,1.12483386599404,0.739857549529005,0.517603135923481,0.236577181208054,0.9765625,0.720588235294118,0.850446428571429,0.521008403361345,0.302083333333333,0.369791666666667,0.309895833333333,0.526859504132231,0.568181818181818,-45.7,-35.8,-23.7,-14.1,0,29.8,48.7,72.5,94.9,28.2,92.8,69.7,81.5,50.7,-16.1,-18.7,-16.4,-25,-27,48.9,46,-23.6,-22.1,0.991936673289444,0.00812887246503036,1.04698730409863,0.991688597795233,0.00838106057006738,1.04959554533451,20,Male,85,187,0,36,1,24.3072435585805,,,,,,
115,115,1,1,3,40,0,0,0,0,0,0,0,0,0,100,1.168,0.560069444444444,0.562339331619537,0.778172671916086,0.807857940734089,0.619028783406372,0.85493212041086,0.162671232876712,0.568385650224215,0.545964125560538,0.60762331838565,0.545964125560538,0.091,0.752793296089385,0.728632478632479,0.707264957264957,0.841480446927374,-77.8,-42,-30.3,-25,0,29.2,53.8,98.4,144,19,66,62,73,62,-9.1,-42.4,-41,-40,-55.1,41.75,42.3,-30.9,-31.39,0.913581642099362,0.0945929229729845,0.686446862327863,0.947911432838729,0.0549508797517928,0.791213159813845,19,Female,63,181,0,14,2,19.2301822288697,3.91666666666667,2,0.6,0.5,0.5,0.666666666666667
116,116,1,2,2,50,5,6,7,8,9,11,12,13,14,15,1.25,0.418918918918919,0.507352941176471,1.44757952596383,0.967163708066003,0.675297509278783,0.717595373556282,0.416666666666667,0.533333333333333,0.583333333333333,0.633333333333333,0.7,0.644230769230769,0.625,0.548076923076923,0.711538461538462,0.826923076923077,-102,-76,-50,-24,0,30,45,60,74,40,47,50,53,57,-65,-63,-55,-72,-84,29.91,29.91,-50.41,-50.41,0.925705293772858,0.0802574066789035,0.734329523494682,0.997763604319893,0.00224140835607178,0.991084381357391,18,Female,62,170,0,2,3,21.4532871972318,4.08333333333333,0,,,,
117,117,2,1,3,100,0,0,0,0,0,0,0,0,0,200,3.07692307692308,0.497602739726027,0.62089552238806,1.00862527346693,0.565717778235439,0.901054056819096,3.06385168224062,0.346666666666667,0.524752475247525,0.679455445544554,0.817415730337079,0.957865168539326,0.192307692307692,0.192307692307692,0.201923076923077,0.540760869565217,0.572463768115942,-134,-89.2,-34,-13,0,40,70,110.4,146,51.6,74,99,120,140,-10,-10,-10.5,-43,-50,73,70.7,-67,-64.9,0.994449464016095,0.00558151639148052,1.00558151639148,0.997053820833962,0.00295488478603256,1.00295488478603,20,Female,64,161,0,0,1,24.6904054627522,2,2,0.333333333333333,0.166666666666667,0.5,0.333333333333333
118,118,2,1,3,83,0,0,0,0,0,0,0,0,0,200,2.78571428571429,0.561816192560175,0.670454545454545,0.675237765352815,0.501177861054461,0.695646921187115,0.721735524091994,0.598802395209581,0.425287356321839,0.731437125748503,0.59940119760479,0.770661157024793,0.214285714285714,0.60609756097561,0.73780487804878,0.609756097560976,0.673170731707317,-143,-72,-31,-14,0,39,126,293,365.6,192,100,280.6,192.4,299,-12,-48.4,-70,-49,-59.4,212.2,166.3,-52.8,-52.62,0.991409450410898,0.00866498658605819,1.08454715292595,0.967077991510469,0.0340427646772425,0.876192971212227,19,Female,59,169,0,7,3,20.6575400021008,4.16666666666667,,0.666666666666667,0.5,0.5,0.666666666666667
119,119,2,2,2,81,10,12,14,17,19,21,23,26,28,30,5.04,0.466133004926108,0.366452991452991,1.16084131789193,1.89094464885871,0.672472044580699,3.79377308003594,0.311170212765957,0.21031746031746,0.612244897959184,0.563775510204082,0.74234693877551,0.13,0.21,0.34375,0.3203125,0.552083333333333,-11.7,-10.6,-8.2,-5,0,25.2,44,63.6,81.2,29.8,21.2,52.8,49,63,-2.6,-4.2,-6.2,-5.9,-8.7,30.18,37.6,-2.2,-3.4,0.981806035641475,0.0185311188748578,0.708206725346319,0.883162811910887,0.132294053274632,0.393646920249551,19,Female,30,155,0,22,0,12.4869927159209,3,,,,,
121,121,1,2,4,80,15,14,13,12,11,9,8,7,6,5,3.86666666666667,0.548837209302326,0.451834862385321,0.805584897090302,1.21495945463343,0.525893291118818,4.51351849934744,0.131034482758621,0.353070175438596,0.463815789473684,0.529220779220779,0.496710526315789,0.0333333333333333,0.0466666666666667,0.143333333333333,0.24,0.700757575757576,-21.8,-18,-11.4,-7.5,0,29,74.6,120.8,172,15.2,47.8,68,80,74,-1,-1.4,-4.3,-7.2,-16.7,78.94,78.6,-11.9,-11.9,0.98531690969684,0.0149018961906149,0.945872923289789,1.02090110927354,-0.0204731967510705,1.08626228928166,20,Male,72,192,1,15,4,19.53125,2.66666666666667,1,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667
122,122,1,2,3,100,10,10,10,10,10,10,10,10,10,10,0.638297872340425,0.587121212121212,0.165909090909091,0.718610728745566,36.3048555202238,0.96191893265472,4.03817165314578,0.28125,0.375,0.625,0.833333333333333,0.95,0.0265957446808511,0.159574468085106,0.23936170212766,0.482142857142857,0.357142857142857,-11,-11,-10.8,-9.4,0,6,14,18,33,7,10,16,23,30,-1,-6,-9,-10.7,-10,16.98,16.8,-4.33,-4.67,1.00565007721004,-0.00561833319369909,1.03983911443173,0.967811633520848,0.0332589166778787,0.813456565311857,19,Female,66,173,0,0,4,22.0521901834341,3.25,0,0.833333333333333,0.5,0.333333333333333,0.666666666666667
123,123,2,2,3,100,20,20,20,20,20,20,20,20,20,20,0.75,0.682738095238095,0.746152105024898,0.46316595137438,0.284841511831939,1.44558949443582,0.479038140728249,0.0555555555555556,0.109259259259259,0.633620689655172,0.60301724137931,0.799182242990654,0.371604938271605,0.545157657657658,0.769675881792183,0.293771043771044,0.309624017957351,-8836,-3591,-927,-36,0,27,90,206,420,6,11.8,152,137.8,248.1,-469.4,-1408.2,-4003.8,-192,-248.5,99.3,203.4,-4279.9,-4278.94,0.997261653299044,0.00274586583360237,0.69098953198848,0.998315065763089,0.00168777803190068,0.993335339790975,20,Male,65,178,0,0,5,20.5150864789799,4.5,2,0.833333333333333,0.333333333333333,0.666666666666667,0.166666666666667
124,124,2,2,1,100,0,4,9,13,18,22,27,31,36,40,1.38888888888889,0.833985773085183,0.611724137931034,0.196340491477702,0.658122414407874,0.843391920695603,1.08516082716967,0.66087962962963,0.803271028037383,0.85039979231568,0.906645898234683,0.9465005192108,0.0462962962962963,0.380952380952381,0.693602693602694,0.843610698365527,0.981426448736998,-145,-77.7,-48,-27,0,37.5,250,1546,11176,1084,3598,5413.4,7580,9115.2,-5,-38,-71,-102.9,-140,5413.4,2968.6,-61.2,-37.52,0.983560358064918,0.0167144210320003,1.01132396986255,0.88119551996794,0.134821929231304,0.981979404793715,18,Male,96,195,1,5,2,25.2465483234714,,,,,,
125,125,1,2,3,50,10,10,10,10,10,10,10,10,10,10,1.75,0.61890243902439,0.616512345679012,0.6150150046763,0.628118702434458,0.942968589489489,1.16080127116349,0.178571428571429,0.536666666666667,0.75,0.796875,0.940625,0.0625,0.2,0.672727272727273,0.798657718120805,0.869127516778524,-162,-87.5,-60,-20,0,35,50,125,205,25,61,125,140,186,-5,-16,-79,-102,-123,91.89,93.89,-72.41,-72.41,0.991347867288069,0.00872764545870242,0.955875298207755,0.9762974320086,0.0242780193968501,0.908507648520285,19,Male,71,173,0,15,3,23.7228106518761,2.08333333333333,0,0.5,0.333333333333333,0.333333333333333,0.333333333333333
126,126,2,1,3,80,0,0,0,0,0,0,0,0,0,200,3,0.511342592592593,0.602626459143969,0.952656600300294,0.652168926215209,0.97078741289492,1.3858735977409,0.109375,0.283670033670034,0.488215488215488,0.697470817120623,0.879370629370629,0.034375,0.134375,0.493333333333333,0.993386243386243,,-51.4,-32.5,-15.5,-8,0,24,53.7,79.4,108,10.5,28,52.3,74,94.2,-1.1,-4.3,-15.3,-50.9,-52,61.6,39.81,-23.4,-18.5,0.947018784042466,0.0559452640753098,1.2111712603417,0.965063501362078,0.0362012433260746,0.982281269125849,20,Female,50,164,0,10,1,18.5901249256395,,,,,,
127,127,1,1,3,50,0,0,0,0,0,0,0,0,0,100,1.18421052631579,0.670543539063957,0.577521008403361,0.480158291474961,0.759402599265366,0.889939004762517,1.02045355917582,0.303140096618358,0.68969696969697,0.85990099009901,0.865643564356436,0.872970297029703,0.087171052631579,0.257396449704142,0.774954627949183,0.776769509981851,0.810344827586207,-119,-63.9,-47.3,-30.4,0,36,118.8,283.8,536.3,53.6,244,394.8,400.6,408,-10.6,-30.9,-69.4,-69.8,-77.2,226.6,193.1,-58.2,-60.36,0.96651856834295,0.034641271004707,0.944958690822699,1.00376016208908,-0.00374607623523338,0.967726829031414,18,Male,67,180,0,3,5,20.679012345679,3.91666666666667,3,0.666666666666667,0.666666666666667,0.833333333333333,1
129,129,2,2,3,100,20,20,20,20,20,20,20,20,20,20,1.86192468619247,0.453621908127209,0.634803921568627,1.19018954751707,0.576750508859522,0.711744727824796,0.780040372368822,0.278640776699029,0.961618257261411,0.617706237424547,0.48495145631068,0.828838174273859,0.773521505376344,0.439797794117647,0.260569852941177,0.924507168458781,0.974910394265233,-239.7,-128.1,-78.3,-23.9,0,44.5,96,145.7,169.8,50.4,166.1,119.4,92.9,153.3,-138.6,-65.2,-26.2,-206,-228.5,64.68,85.9,-123.6,-116.1,1.00216686756328,-0.00216218240036614,0.77829178199719,0.994629120045847,0.00539988207253095,1.03211082474183,18,Male,73,184,0,2,4,21.5619092627599,2.91666666666667,0,0.5,0.333333333333333,0.333333333333333,0.5
